product,layer,actual_contract,start_date,end_date,reason
sr,actual_1w_roll_segment,SR1409,2014-02-24,2014-06-18,"trading parameter gate failed for SR1409 on 2014-06-18: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'sr', 'c"
sr,actual_1w_roll_segment,SR1501,2014-06-19,2014-11-11,"trading parameter gate failed for SR1501 on 2014-11-11: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'sr', 'c"
sr,actual_1w_roll_segment,SR1505,2014-11-12,2015-02-13,"trading parameter gate failed for SR1505 on 2015-02-13: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'sr', 'contract_code': 'SR1505', 'trade_date': "
sr,actual_1w_roll_segment,SR1509,2015-02-16,2015-06-24,"trading parameter gate failed for SR1509 on 2015-06-24: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'sr', 'contract_code': 'SR1509', 'trade_date': "
sr,actual_1w_roll_segment,SR1601,2015-06-25,2015-11-17,"trading parameter gate failed for SR1601 on 2015-11-17: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'sr', 'contract_code': 'SR1601', 'trade_date': "
sr,actual_1w_roll_segment,SR1605,2015-11-18,2016-03-01,"trading parameter gate failed for SR1605 on 2016-03-01: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'sr', 'contract_code': 'SR1605', 'trade_date': "
sr,actual_1w_roll_segment,SR1609,2016-03-02,2016-07-21,"trading parameter gate failed for SR1609 on 2016-07-21: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'sr', 'contract_code': 'SR1609', 'trade_date': "
sr,actual_1w_roll_segment,SR1701,2016-07-22,2016-12-07,"trading parameter gate failed for SR1701 on 2016-12-07: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'sr', 'contract_code': 'SR1701', 'trade_date': "
sr,actual_1w_roll_segment,SR1705,2016-12-08,2017-03-30,"trading parameter gate failed for SR1705 on 2017-03-30: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'sr', 'contract_code': 'SR1705', 'trade_date': "
ss,actual_1w_roll_segment,SS2006,2019-12-31,2020-01-02,RQData returned no rows for SS2006 1w 2019-12-31..2020-01-02
ta,actual_1w_roll_segment,TA0702,2006-12-18,2006-12-18,"trading parameter gate failed for TA0702 on 2006-12-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0705,2006-12-19,2007-04-05,"trading parameter gate failed for TA0705 on 2007-04-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0706,2007-04-06,2007-05-15,"trading parameter gate failed for TA0706 on 2007-05-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0707,2007-05-16,2007-07-13,"trading parameter gate failed for TA0707 on 2007-07-13: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0709,2007-07-16,2007-09-03,"trading parameter gate failed for TA0709 on 2007-09-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0712,2007-09-04,2007-11-02,"trading parameter gate failed for TA0712 on 2007-11-02: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0801,2007-11-05,2007-12-12,"trading parameter gate failed for TA0801 on 2007-12-12: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0803,2007-12-13,2008-02-18,"trading parameter gate failed for TA0803 on 2008-02-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0805,2008-02-19,2008-05-16,"trading parameter gate failed for TA0805 on 2008-05-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0807,2008-05-19,2008-06-02,"trading parameter gate failed for TA0807 on 2008-06-02: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0809,2008-06-03,2008-09-12,"trading parameter gate failed for TA0809 on 2008-09-12: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0811,2008-09-16,2008-10-15,"trading parameter gate failed for TA0811 on 2008-10-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0901,2008-10-16,2008-12-05,"trading parameter gate failed for TA0901 on 2008-12-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0905,2008-12-08,2009-04-07,"trading parameter gate failed for TA0905 on 2009-04-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0909,2009-04-08,2009-08-11,"trading parameter gate failed for TA0909 on 2009-08-11: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0910,2009-08-12,2009-09-07,"trading parameter gate failed for TA0910 on 2009-09-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0911,2009-09-08,2009-09-30,"trading parameter gate failed for TA0911 on 2009-09-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA0912,2009-10-09,2009-10-26,"trading parameter gate failed for TA0912 on 2009-10-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA1001,2009-10-27,2009-12-02,"trading parameter gate failed for TA1001 on 2009-12-02: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA1002,2009-12-03,2009-12-29,"trading parameter gate failed for TA1002 on 2009-12-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA1003,2009-12-30,2010-01-21,"trading parameter gate failed for TA1003 on 2010-01-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA1005,2010-01-22,2010-03-26,"trading parameter gate failed for TA1005 on 2010-03-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
ta,actual_1w_roll_segment,TA1009,2010-03-29,2010-07-28,"trading parameter gate failed for TA1009 on 2010-07-28: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product'"
ta,actual_1w_roll_segment,TA1101,2010-07-29,2010-11-01,"trading parameter gate failed for TA1101 on 2010-11-01: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1105,2010-11-02,2011-03-24,"trading parameter gate failed for TA1105 on 2011-03-24: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1109,2011-03-25,2011-07-04,"trading parameter gate failed for TA1109 on 2011-07-04: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1201,2011-07-05,2011-11-21,"trading parameter gate failed for TA1201 on 2011-11-21: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1205,2011-11-22,2012-03-14,"trading parameter gate failed for TA1205 on 2012-03-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1209,2012-03-15,2012-07-11,"trading parameter gate failed for TA1209 on 2012-07-11: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1301,2012-07-12,2012-11-05,"trading parameter gate failed for TA1301 on 2012-11-05: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1305,2012-11-06,2013-02-21,"trading parameter gate failed for TA1305 on 2013-02-21: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1309,2013-02-22,2013-07-11,"trading parameter gate failed for TA1309 on 2013-07-11: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1401,2013-07-12,2013-12-04,"trading parameter gate failed for TA1401 on 2013-12-04: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1405,2013-12-05,2014-03-13,"trading parameter gate failed for TA1405 on 2014-03-13: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1409,2014-03-14,2014-08-06,"trading parameter gate failed for TA1409 on 2014-08-06: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1501,2014-08-07,2014-11-25,"trading parameter gate failed for TA1501 on 2014-11-25: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'ta', 'c"
ta,actual_1w_roll_segment,TA1505,2014-11-26,2015-03-30,"trading parameter gate failed for TA1505 on 2015-03-30: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ta', 'contract_code': 'TA1505', 'trade_date': "
ta,actual_1w_roll_segment,TA1509,2015-03-31,2015-08-05,"trading parameter gate failed for TA1509 on 2015-08-05: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ta', 'contract_code': 'TA1509', 'trade_date': "
ta,actual_1w_roll_segment,TA1601,2015-08-06,2015-11-24,"trading parameter gate failed for TA1601 on 2015-11-24: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ta', 'contract_code': 'TA1601', 'trade_date': "
ta,actual_1w_roll_segment,TA1605,2015-11-25,2016-03-30,"trading parameter gate failed for TA1605 on 2016-03-30: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ta', 'contract_code': 'TA1605', 'trade_date': "
ta,actual_1w_roll_segment,TA1609,2016-03-31,2016-08-04,"trading parameter gate failed for TA1609 on 2016-08-04: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ta', 'contract_code': 'TA1609', 'trade_date': "
ta,actual_1w_roll_segment,TA1701,2016-08-05,2016-11-17,"trading parameter gate failed for TA1701 on 2016-11-17: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ta', 'contract_code': 'TA1701', 'trade_date': "
ta,actual_1w_roll_segment,TA1705,2016-11-18,2017-04-07,"trading parameter gate failed for TA1705 on 2017-04-07: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ta', 'contract_code': 'TA1705', 'trade_date': "
wh,actual_1w_roll_segment,WH1307,2012-07-24,2012-11-06,"trading parameter gate failed for WH1307 on 2012-11-06: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'wh', 'c"
wh,actual_1w_roll_segment,WH1309,2012-11-07,2013-06-21,"trading parameter gate failed for WH1309 on 2013-06-21: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'wh', 'c"
wh,actual_1w_roll_segment,WH1401,2013-06-24,2013-11-14,"trading parameter gate failed for WH1401 on 2013-11-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'wh', 'c"
wh,actual_1w_roll_segment,WH1405,2013-11-15,2014-04-29,"trading parameter gate failed for WH1405 on 2014-04-29: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'wh', 'c"
wh,actual_1w_roll_segment,WH1409,2014-04-30,2014-08-07,"trading parameter gate failed for WH1409 on 2014-08-07: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'wh', 'c"
wh,actual_1w_roll_segment,WH1501,2014-08-08,2015-01-16,"trading parameter gate failed for WH1501 on 2015-01-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'wh', 'contract_code': 'WH1501', 'trade_date': "
wh,actual_1w_roll_segment,WH1505,2015-01-19,2015-05-15,"trading parameter gate failed for WH1505 on 2015-05-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'wh', 'contract_code': 'WH1505', 'trade_date': "
wh,actual_1w_roll_segment,WH1601,2015-05-18,2015-10-20,"trading parameter gate failed for WH1601 on 2015-10-20: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'wh', 'contract_code': 'WH1601', 'trade_date': "
wh,actual_1w_roll_segment,WH1605,2015-10-21,2016-04-18,"trading parameter gate failed for WH1605 on 2016-04-18: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'wh', 'contract_code': 'WH1605', 'trade_date': "
wh,actual_1w_roll_segment,WH1609,2016-04-19,2016-07-19,"trading parameter gate failed for WH1609 on 2016-07-19: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'wh', 'contract_code': 'WH1609', 'trade_date': "
wh,actual_1w_roll_segment,WH1701,2016-07-20,2016-12-21,"trading parameter gate failed for WH1701 on 2016-12-21: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'wh', 'contract_code': 'WH1701', 'trade_date': "
wh,actual_1w_roll_segment,WH1705,2016-12-22,2017-04-25,"trading parameter gate failed for WH1705 on 2017-04-25: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'wh', 'contract_code': 'WH1705', 'trade_date': "
wr,actual_1w_roll_segment,WR0909,2009-03-27,2009-07-29,"trading parameter gate failed for WR0909 on 2009-07-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR0910,2009-07-30,2009-08-14,"trading parameter gate failed for WR0910 on 2009-08-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR0911,2009-08-17,2009-10-13,"trading parameter gate failed for WR0911 on 2009-10-13: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR0912,2009-10-14,2009-10-19,"trading parameter gate failed for WR0912 on 2009-10-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1001,2009-10-20,2009-11-10,"trading parameter gate failed for WR1001 on 2009-11-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1002,2009-11-11,2009-12-22,"trading parameter gate failed for WR1002 on 2009-12-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1005,2009-12-23,2010-05-17,"trading parameter gate failed for WR1005 on 2010-05-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1010,2010-05-18,2010-09-29,"trading parameter gate failed for WR1010 on 2010-09-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1108,2010-09-30,2010-10-20,"trading parameter gate failed for WR1108 on 2010-10-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1011,2010-10-21,2010-10-25,"trading parameter gate failed for WR1011 on 2010-10-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1101,2010-10-26,2010-11-19,"trading parameter gate failed for WR1101 on 2010-11-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1105,2010-11-22,2011-01-21,"trading parameter gate failed for WR1105 on 2011-01-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1111,2011-01-24,2011-04-25,"trading parameter gate failed for WR1111 on 2011-04-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1110,2011-04-26,2011-10-17,"trading parameter gate failed for WR1110 on 2011-10-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1206,2011-10-18,2012-06-04,"trading parameter gate failed for WR1206 on 2012-06-04: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1210,2012-06-05,2012-07-30,"trading parameter gate failed for WR1210 on 2012-07-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1301,2012-07-31,2012-12-11,"trading parameter gate failed for WR1301 on 2012-12-11: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1305,2012-12-12,2013-02-22,"trading parameter gate failed for WR1305 on 2013-02-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1310,2013-02-25,2013-04-19,"trading parameter gate failed for WR1310 on 2013-04-19: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product'"
wr,actual_1w_roll_segment,WR1309,2013-04-22,2013-04-26,"trading parameter gate failed for WR1309 on 2013-04-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
wr,actual_1w_roll_segment,WR1403,2013-05-02,2013-05-20,"trading parameter gate failed for WR1403 on 2013-05-20: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product'"
wr,actual_1w_roll_segment,WR1903,2018-10-16,2018-10-16,RQData returned no rows for WR1903 1w 2018-10-16..2018-10-16
y,actual_1w_roll_segment,Y0603,2006-01-09,2006-01-09,"trading parameter gate failed for Y0603 on 2006-01-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0609,2006-01-10,2006-07-19,"trading parameter gate failed for Y0609 on 2006-07-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0611,2006-07-20,2006-09-08,"trading parameter gate failed for Y0611 on 2006-09-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0701,2006-09-11,2006-10-30,"trading parameter gate failed for Y0701 on 2006-10-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0705,2006-10-31,2007-03-19,"trading parameter gate failed for Y0705 on 2007-03-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0709,2007-03-20,2007-07-30,"trading parameter gate failed for Y0709 on 2007-07-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0801,2007-07-31,2007-09-14,"trading parameter gate failed for Y0801 on 2007-09-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0805,2007-09-17,2008-02-27,"trading parameter gate failed for Y0805 on 2008-02-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0809,2008-02-28,2008-07-04,"trading parameter gate failed for Y0809 on 2008-07-04: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
y,actual_1w_roll_segment,Y0901,2008-07-07,2008-11-19,"trading parameter gate failed for Y0901 on 2008-11-19: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
zc,actual_1w_roll_segment,ZC1605,2015-05-18,2016-04-06,"trading parameter gate failed for ZC1605 on 2016-04-06: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'zc', 'contract_code': 'ZC1605', 'trade_date': "
zc,actual_1w_roll_segment,ZC1609,2016-04-07,2016-08-15,"trading parameter gate failed for ZC1609 on 2016-08-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'zc', 'contract_code': 'ZC1609', 'trade_date': "
zc,actual_1w_roll_segment,ZC1701,2016-08-16,2016-12-05,"trading parameter gate failed for ZC1701 on 2016-12-05: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'zc', 'contract_code': 'ZC1701', 'trade_date': "
zc,actual_1w_roll_segment,ZC1705,2016-12-06,2017-04-18,"trading parameter gate failed for ZC1705 on 2017-04-18: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'zc', 'contract_code': 'ZC1705', 'trade_date': "
zn,actual_1w_roll_segment,ZN0707,2007-03-26,2007-06-05,"trading parameter gate failed for ZN0707 on 2007-06-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0708,2007-06-06,2007-06-28,"trading parameter gate failed for ZN0708 on 2007-06-28: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0709,2007-06-29,2007-07-31,"trading parameter gate failed for ZN0709 on 2007-07-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0710,2007-08-01,2007-08-29,"trading parameter gate failed for ZN0710 on 2007-08-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0711,2007-08-30,2007-09-26,"trading parameter gate failed for ZN0711 on 2007-09-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0712,2007-09-27,2007-10-26,"trading parameter gate failed for ZN0712 on 2007-10-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0801,2007-10-29,2007-11-26,"trading parameter gate failed for ZN0801 on 2007-11-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0802,2007-11-27,2007-12-21,"trading parameter gate failed for ZN0802 on 2007-12-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0803,2007-12-24,2008-01-21,"trading parameter gate failed for ZN0803 on 2008-01-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0804,2008-01-22,2008-02-20,"trading parameter gate failed for ZN0804 on 2008-02-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0805,2008-02-21,2008-03-19,"trading parameter gate failed for ZN0805 on 2008-03-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
zn,actual_1w_roll_segment,ZN0806,2008-03-20,2008-04-22,"trading parameter gate failed for ZN0806 on 2008-04-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
